0,11,34,0.9978,0.56,9.4,5
0,25,67,0.9968,0.68,9.8,5
0.04,15,54,0.997,0.65,9.8,5
0.56,17,60,0.998,0.58,9.8,6
0,11,34,0.9978,0.56,9.4,5
0,13,40,0.9978,0.56,9.4,5
0.06,15,59,0.9964,0.46,9.4,5
0,15,21,0.9946,0.47,10,7
0.02,9,18,0.9968,0.57,9.5,7
0.36,17,102,0.9978,0.8,10.5,5
0.08,15,65,0.9959,0.54,9.2,5
0.36,17,102,0.9978,0.8,10.5,5
0,16,59,0.9943,0.52,9.9,5
0.29,9,29,0.9974,1.56,9.1,5
0.18,52,145,0.9986,0.88,9.2,5
0.19,51,148,0.9986,0.93,9.2,5
0.56,35,103,0.9969,0.75,10.5,7
0.28,16,56,0.9968,1.28,9.3,5
0.08,6,29,0.9974,0.5,9,4
0.51,17,56,0.9969,1.08,9.2,6
0.48,29,60,0.9968,0.53,9.4,6
0.31,23,71,0.9982,0.65,9.7,5
0.21,10,37,0.9966,0.91,9.5,5
0.11,9,67,0.9968,0.53,9.4,5
0.14,21,40,0.9968,0.63,9.7,6
0.16,11,23,0.9955,0.56,9.3,5
0.24,4,11,0.9962,0.59,9.5,5
0.21,10,37,0.9966,0.91,9.5,5
0,14,35,0.9972,0.55,9.4,5
0,8,16,0.9964,0.59,9.8,6
0.07,17,82,0.9958,0.54,10.1,5
0,22,37,0.9966,0.57,10.6,6
0.12,15,113,0.9966,0.66,9.8,5
0.12,40,83,0.9993,0.52,9.4,6
0.25,13,50,0.9957,0.55,9.2,5
0,5,18,0.9986,0.55,9.6,6
0.14,3,15,0.9975,0.6,10.8,6
0.28,13,30,0.9968,0.73,9.7,7
0.09,7,19,0.994,0.48,9.8,4
0.36,12,87,0.9978,0.83,10.5,5
0.36,12,87,0.9978,0.83,10.5,5
0.3,17,46,0.9976,0.51,9.3,4
0.2,8,14,0.9968,0.9,10.5,6
0.22,9,23,0.9968,1.2,10.3,5
0.02,5,11,0.9962,0.52,9.5,5
0.15,8,65,0.9934,0.56,13.1,4
0.43,22,114,0.997,0.73,9.2,5
0.52,12,37,0.9969,0.58,9.5,5
0.23,5,12,0.9958,0.56,9.2,5
0.37,12,96,0.9954,0.58,9.2,5
0.26,4,23,0.9971,0.74,9.2,5
0.04,8,15,0.9956,0.63,9.4,6
0.04,6,14,0.9955,0.64,9.4,6
0.36,30,119,0.997,0.56,9.4,5
0.15,33,73,0.9955,0.63,10.2,6
0.04,25,45,0.9978,0.53,9.5,5
0.57,4,10,0.9971,0.63,9.6,5
0.12,50,110,0.9983,0.77,9.4,5
0.18,17,54,0.9975,0.59,10,5
0.31,9,46,0.9962,0.54,9.4,6
0.4,19,52,0.998,0.64,9.2,5
0.49,20,112,0.9968,0.71,9.3,5
0.16,12,35,0.9968,0.62,9.5,7
0.05,13,54,0.9966,0.57,9.8,5
0.05,4,11,0.9962,0.39,10.9,5
0.05,4,11,0.9962,0.39,10.9,5
0.11,11,39,0.9968,0.58,9.6,5
0.07,6,15,0.9962,0.58,10.7,5
0.57,27,65,0.9969,0.79,10.7,5
0.05,8,19,0.9962,0.95,10.5,6
0.08,15,27,0.9967,0.54,9.5,6
0.23,17,96,0.9962,0.48,9.5,5
0.22,18,94,0.9961,0.48,9.5,5
0.26,11,43,0.9976,0.53,9.2,4
0.54,28,83,0.9984,0.82,9.6,5
0.64,9,42,0.9986,0.66,10.5,5
0.64,9,42,0.9986,0.66,10.5,5
0,14,30,0.9966,0.55,10.7,6
0.12,12,80,0.9958,0.52,10.1,5
0.2,27,119,0.9972,1.12,9.1,4
0.2,3,15,0.9958,0.56,9.2,5
0.7,22,67,0.9974,1.28,9.4,5
0.47,21,73,0.997,0.57,9.1,5
0.26,16,51,0.9969,1.14,9.4,5
0.48,18,61,0.9959,0.78,10.3,6
0.15,19,40,0.9961,0.59,10.1,5
0.28,20,136,0.9972,1.95,9.9,6
0.26,9,31,0.9966,0.64,9.6,5
0.44,34,125,0.9978,1.22,9.5,5
0.08,8,24,0.9978,0.53,9,5
0.26,42,140,0.9964,0.54,9.5,5
0.28,20,136,0.9972,1.95,9.9,6
0.29,19,133,0.9972,1.98,9.8,5
0.26,9,31,0.9966,0.64,9.6,5
0.04,41,85,0.9938,0.48,10.5,4
0.17,17,106,0.9932,0.6,12.9,6
0,8,23,0.9965,0.56,10.7,5
0.25,3,22,0.9963,0.63,9.2,5
0.06,5,10,0.9967,0.56,9.8,5
0.18,13,35,0.9972,0.59,9,6
0.3,11,50,0.9972,0.61,10.2,6
0.3,8,22,0.9959,0.56,10.4,6
0.18,13,35,0.9972,0.59,9,6
0.22,12,65,0.9967,0.51,9.2,5
0.24,5,36,0.996,0.48,9.4,5
0.22,12,65,0.9967,0.51,9.2,5
0.68,18,69,0.9973,1.31,9.3,5
0.31,15,64,0.9969,0.79,9.3,5
0.53,18,80,0.9976,0.8,9.6,6
0.52,37,153,0.9969,0.69,9.3,5
0.19,12,47,0.9964,0.93,9.5,5
0.09,11,108,0.9964,0.66,9.8,5
0.1,14,111,0.9964,0.66,9.8,5
0.44,22,46,0.9988,0.67,9.7,6
0.19,12,47,0.9964,0.93,9.5,5
0.31,13,62,0.9966,0.63,10.5,6
0.28,11,40,0.9978,0.61,10,6
0.12,7,28,0.997,0.5,9.4,6
0.04,14,56,0.9962,0.6,10.9,6
0.08,22,89,0.9959,0.54,9.2,6
0.09,10,89,0.9962,0.57,9,5
0.04,14,56,0.9962,0.6,10.9,6
0,3,13,0.998,0.52,9.2,5
0,11,34,0.9976,0.53,9.5,5
0.17,21,102,0.996,0.48,9.5,5
0.04,27,90,0.9984,0.7,9.4,5
0,3,12,0.9964,0.49,10.9,5
0,3,12,0.9964,0.48,10.9,5
0.16,3,16,0.9962,0.92,10.5,7
0.15,6,19,0.9955,0.57,9.4,5
0.56,30,134,0.9968,0.66,9.4,5
0.09,17,99,0.9937,0.63,13,5
0.09,17,99,0.9937,0.63,13,5
0.01,17,26,0.9952,0.58,9.8,6
0.05,13,29,0.9959,0.55,9.9,6
0.11,16,63,0.9965,0.82,9.6,5
0.15,10,52,0.9968,0.77,9.5,5
0.36,13,45,0.9972,0.64,9.2,5
0.19,15,105,0.9962,0.54,9.5,5
0.19,17,108,0.9962,0.54,9.5,5
0.11,16,63,0.9965,0.82,9.6,5
0.15,10,52,0.9968,0.77,9.5,5
0,27,63,0.9916,0.79,14,6
0.08,3,20,0.9954,0.58,9.4,5
0,27,63,0.9916,0.79,14,6
0.55,32,141,0.9968,0.62,9.4,5
0.02,21,94,0.9944,0.52,10,5
0.26,10,88,0.9968,0.8,9.3,5
0.1,12,30,0.9959,0.58,10.2,6
0.44,11,43,0.9975,0.61,10.5,6
0.47,5,11,0.9958,0.53,10.3,6
1,32,69,0.9996,2,9.4,4
0.03,25,99,0.995,0.54,10.1,5
0.03,25,99,0.995,0.54,10.1,5
0.42,29,129,0.9973,0.72,10.5,5
0.42,28,128,0.9973,0.71,10.5,5
0.42,29,129,0.9973,0.72,10.5,5
0.42,28,128,0.9973,0.71,10.5,5
0,12,22,0.9969,0.5,9.3,5
0.18,18,86,0.9968,0.57,9.3,6
0.03,7,20,0.9959,0.56,9.6,5
0.02,9,20,0.9965,1.08,9.2,4
0.04,17,31,0.9964,0.56,10,6
0.26,36,121,0.9982,0.49,9.4,5
0.26,35,121,0.9981,0.49,9.4,5
0.48,14,96,0.9961,0.62,9.5,5
0.1,18,101,0.9956,0.52,10.2,5
0.03,17,42,0.9956,0.48,9,4
0.07,11,44,0.9953,0.55,10.4,6
0.24,15,63,0.9964,1.59,9.5,5
0.03,4,8,0.9972,0.33,9.1,4
0.17,6,18,0.9972,0.61,9.2,6
0.17,6,18,0.9972,0.61,9.2,6
0.05,24,42,0.9961,0.57,11.5,6
0.21,7,35,0.9961,0.47,9.5,5
0.04,19,49,0.9958,0.78,9.5,5
0.21,7,35,0.9961,0.47,9.5,5
0.42,8,38,0.9972,0.61,10.5,6
0,7,20,0.9969,0.56,9.6,5
0.14,10,42,0.9969,0.59,9.5,5
0.14,10,42,0.9969,0.59,9.5,5
0.49,23,110,0.9972,1.02,9.3,5
0.02,16,42,0.9972,0.52,9.3,5
0.2,11,65,0.9971,0.58,9.3,5
0.21,8,62,0.997,0.58,9.3,6
0.57,26,85,0.9971,0.53,9.7,5
0.48,14,67,0.9972,0.55,9.2,5
0.1,9,26,0.9976,0.49,9.7,5
0.33,15,143,0.9968,0.55,9.5,5
0.32,17,144,0.9968,0.55,9.5,5
0.35,21,127,0.9976,0.62,9.4,5
0.25,21,49,0.9974,0.62,9.8,6
0.12,16,126,0.9969,0.61,9.5,5
0.21,7,28,0.9964,0.55,9.7,5
0.21,7,28,0.9964,0.55,9.7,5
0.33,24,120,0.9968,0.54,9.4,5
0.3,15,55,0.9968,0.59,10.2,5
0.6,12,27,0.9981,0.97,10.1,6
0.08,13,93,0.9924,0.85,13,7
0.06,12,31,0.9948,0.43,11.4,4
0.47,9,24,0.99695,0.82,10.3,7
0.48,39,145,0.9975,1.03,9.3,5
0.11,16,49,0.99545,0.79,9.5,5
0.35,16,39,0.9961,0.55,9.2,5
0.36,14,37,0.99615,0.56,9.2,6
0.74,9,28,0.9994,0.77,10.8,7
0.74,9,28,0.9994,0.77,10.8,7
0.31,26,120,0.99625,0.53,9.3,5
0.28,18,95,0.9966,0.67,9.4,5
0.58,7,19,0.998,0.88,10.5,7
0.6,5,19,0.99585,0.86,12.4,6
0.24,10,62,0.99685,0.56,10,6
0.64,5,15,0.998,0.67,10.2,6
0.26,28,65,0.9959,0.43,10.1,5
0.08,10,41,0.9974,0.71,9.8,6
0.49,26,121,0.9974,0.76,10.5,5
0.16,13,49,0.9962,0.57,11,5
0.22,11,41,0.9967,0.55,9.1,5
0.19,10,44,0.9957,0.54,9.7,5
0.33,24,144,0.99655,0.6,9.5,5
0.37,24,58,0.9964,0.59,9.4,6
0.26,16,72,0.9957,0.57,9.4,5
0.04,5,10,0.99525,0.6,9.5,5
0.25,8,28,0.99815,0.6,10,6
0.36,15,55,0.99745,0.57,10.4,4
0.25,29,63,0.99615,0.58,10.5,6
0.5,27,81,0.9964,1.61,9.5,6
0.14,9,23,0.9984,0.63,9.8,5
0.25,29,63,0.99615,0.58,10.5,6
0.25,10,37,0.99685,0.5,11,5
0.04,19,106,0.9927,0.62,12.2,7
0.06,12,49,0.99625,0.52,9.9,6
0.2,18,58,0.998,0.7,9.6,6
0.25,10,37,0.99685,0.5,11,5
0.09,7,37,0.99685,0.55,9,6
0,14,38,0.99675,0.58,9,6
0,14,38,0.99675,0.58,9,6
0,15,39,0.99675,0.58,9.2,6
0,14,38,0.99675,0.58,9,6
0.09,7,37,0.99685,0.55,9,6
0.37,5,62,0.9971,1.09,9.3,5
0.56,6,24,0.99925,0.71,10.9,6
0.1,28,109,0.99565,0.49,9.8,6
0.44,10,24,1.00005,0.84,9.2,7
0.44,10,24,1.00005,0.84,9.2,7
0,6,23,0.9983,0.96,9.9,6
0.07,16,51,0.99685,0.52,9.5,5
0.17,11,73,0.9963,0.45,9.3,5
0.06,9,39,0.99615,0.48,9.8,6
0,6,23,0.9983,0.96,9.9,6
0.44,16,37,0.9985,0.78,10,6
0,16,34,0.9972,0.7,9.9,6
0.48,5,21,0.9986,0.53,10.5,5
0.42,8,86,0.9959,0.59,9.5,5
0,16,34,0.9972,0.7,9.9,6
0.23,17,119,0.99675,0.57,9.3,5
0.37,5,13,0.998,0.62,9.2,5
0,12,56,0.9968,0.67,9.2,5
0.76,8,45,0.9968,1.26,9.4,5
0.47,14,33,0.99965,0.8,10.5,7
0.23,18,45,0.99625,0.65,9.3,5
0.04,12,67,0.99565,0.6,9.4,4
0.03,10,35,0.99575,0.57,10,5
0.23,23,49,0.9963,0.67,9.3,5
0.49,5,27,0.9999,0.87,10.9,5
0.52,6,10,0.9968,0.72,10.2,7
0,26,61,1.00025,0.72,9.8,4
0.46,15,37,0.9973,0.86,12.8,8
0.04,7,27,0.9987,0.91,9.4,6
0.51,4,23,0.9996,0.97,10.1,6
0.06,27,61,0.9965,0.67,10.7,6
0.51,4,23,0.9996,0.97,10.1,6
0.58,17,65,0.99935,0.78,10.1,5
0.2,10,38,0.99735,0.64,9.4,5
0.18,27,94,0.99915,0.77,9.4,5
0.06,27,61,0.9965,0.67,10.7,6
0.04,7,27,0.9987,0.91,9.4,6
0.51,4,23,0.9996,0.97,10.1,6
0.45,5,13,0.9976,0.82,12.6,8
0.32,10,47,0.9991,0.77,10.5,7
0.44,6,19,0.9986,0.82,9.3,6
0.68,5,10,0.9972,1.08,9.9,7
0.12,12,53,0.9971,0.57,9.1,5
0.32,10,47,0.9991,0.77,10.5,7
0.07,32,71,1.00015,0.71,9.8,5
0.07,32,71,1.00015,0.71,9.8,5
0.55,25,49,0.9997,0.76,10.3,6
0.12,29,53,0.9967,0.7,10.3,6
0.09,20,49,0.9976,0.86,10.6,7
0.53,33,98,1.001,0.95,9.2,5
0.09,20,49,0.9976,0.86,10.6,7
0.48,6,18,0.9979,0.71,10.5,5
0.23,18,48,0.9994,0.64,10.3,6
0.25,5,16,0.9964,0.6,10.1,6
0.52,17,53,1.0014,0.81,9.5,6
0.46,5,27,1.0001,0.64,9.5,5
0.37,26,70,0.9981,0.52,9.9,5
0.06,8,29,0.99855,0.73,9.6,5
0.02,5,31,0.9993,0.8,9.7,5
0.06,8,33,0.99845,0.71,9.6,5
0.06,20,44,0.9965,0.59,10.7,6
0.48,7,15,0.9973,0.64,10.1,6
0.12,12,28,0.9994,0.72,10,5
0.12,5,21,0.996,0.54,9.5,5
0.6,12,90,0.9973,0.52,9.2,5
0.48,6,25,0.9998,0.59,9.3,6
0.32,7,54,0.9966,0.52,9.4,5
0.42,6,14,0.9994,0.62,9.5,6
0.44,5,12,0.9994,0.63,9.5,6
